2,yes
0.48780846917699311,0.0051578360988104007,0.082648538935707547
-0.81971388665599998,-0.54596533893070254,-0.20711517819297667
0.09831608831668262,0.13555539228307542,0.047949259183813681
-0.0030781788437264572,-0.67812879704155726,1.7136364963210691
-2.8281566113001806,2.6273695955472425,-0.51526683385580108
-2.3807967130131851,-1.8597067423624272,-0.34557324722354033
7.4996730187804905,1.3608193908695085,0.048103339890096623
2.0739790308733874,0.22747059103715861,-0.094334339032797643
-1.077011163896322,0.83516390574385879,-0.053207448509765359
-0.5698048111614219,0.54656144132329143,0.025256753243414396
-1.6302251158647829,-2.0015239610483935,0.021057146302428106
1.0839759111973222,-0.6249187240633185,-0.11542066932914292
0.1400247249098327,-0.0014272506527706764,-0.0063459406986214042
-1.6830377804988141,0.15665109790632012,0.10475739737446964
-1.8480937841969411,0.96971589377701528,-0.055812418920492879
48.738242348297753,0.064340130883362448,0.031641164654083932
2.9957321296893458,-0.039427413208214808,-0.010306073088790987
-20.999240822324815,0.11414613056148624,0.30289581408888117
0.39257996850126309,-0.046465165709765763,0.079545313787024508
0.84054474809362645,-0.53536787314448619,0.18299515863365656
0.049981624911510258,0.26539102461690944,-0.016185461910082521
0.19760336274711413,0.70653688766118694,-1.5854161632190724
0.16971928151903837,3.9773377629952211,1.3276019487756248
2.8070616653630167,3.1746543524322339,0.86371206839005377
4.5013061718323817,-0.036910779197892978,-0.024566216233532008
-0.17544896483468758,0.2187836510076499,-0.0071609519248298911
-6.8891610700623289,18.839646726343609,-12.550510493557994
-14.29424624388693,1.4344628380328133,-0.0074857024022314594
17.509730315211616,3.2830470282759587,0.096892164189346694
-7.8406539157849977,0.56781897551228078,0.013754946259548536
